,Date_of_Journey,Route,Dep_Time,Arrival_Time,Duration,Additional_Info,Price,Airline_en,Source_en,Destination_en,Route_en,Additional_Info_en,Total_Stops_en,Duration_en,Dep_Time_Full,Arr_Time_Full,Date_of_Journey_Timestamp,Date_of_Journey_Dayname,Date_of_Journey_Dayname_en,Weekday_vs_Weekend,Departure_Hour,Departure_Minute,Arrival_Hour,Arrival_Minute,Part_of_Day,Part_of_Day_en,Airline_Air Asia,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Banglore,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Banglore,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Total_Stops_1 stop,Total_Stops_2 stops,Total_Stops_3 stops,Total_Stops_4 stops,Total_Stops_non-stop
6168,2019-06-24,DEL → HYD → COK,06:50,12:10,5h 20m,Null,5298,3,2,1,111,7,0,320,2019-06-24 06:50:00,2019-06-24 12:10:00,1561334400.0,Monday,1,1,6,50,12,10,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6169,2019-03-06,BLR → BOM → DEL,11:40,00:45 07 Mar,13h 5m,Null,14815,4,0,5,5,7,0,785,2019-03-06 11:40:00,2019-07-03 00:45:00,1551830400.0,Wednesday,6,1,11,40,0,45,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6170,2019-06-24,DEL → JAI → BOM → COK,05:30,04:25 25 Jun,22h 55m,Null,13014,4,2,1,116,7,1,1375,2019-06-24 05:30:00,2019-06-25 04:25:00,1561334400.0,Monday,1,1,5,30,4,25,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6171,2019-05-18,CCU → BLR,09:00,11:25,2h 25m,Null,4491,8,3,0,64,7,4,145,2019-05-18 09:00:00,2019-05-18 11:25:00,1558137600.0,Saturday,2,0,9,0,11,25,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6172,2019-03-27,DEL → BOM → COK,10:20,18:50,8h 30m,Null,11421,6,2,1,104,7,0,510,2019-03-27 10:20:00,2019-03-27 18:50:00,1553644800.0,Wednesday,6,1,10,20,18,50,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6173,2019-03-18,BLR → BOM → DEL,08:00,07:40 16 Mar,23h 40m,Null,12284,4,0,5,5,7,0,1420,2019-03-18 08:00:00,2019-03-16 07:40:00,1552867200.0,Monday,1,1,8,0,7,40,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6174,2019-05-12,BLR → DEL,06:00,08:45,2h 45m,Null,7229,4,0,2,18,7,4,165,2019-05-12 06:00:00,2019-05-12 08:45:00,1557619200.0,Sunday,3,0,6,0,8,45,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6175,2019-04-15,BLR → DEL,07:10,10:05,2h 55m,Null,4823,3,0,2,18,7,4,175,2019-04-15 07:10:00,2019-04-15 10:05:00,1555286400.0,Monday,1,1,7,10,10,5,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6176,2019-06-27,DEL → BOM → COK,20:55,04:25 28 Jun,7h 30m,In-flight meal not included,12898,4,2,1,104,5,0,450,2019-06-27 20:55:00,2019-06-28 04:25:00,1561593600.0,Thursday,4,1,20,55,4,25,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6177,2019-06-27,DEL → BOM → COK,07:05,21:00,13h 55m,Null,13587,6,2,1,104,7,0,835,2019-06-27 07:05:00,2019-06-27 21:00:00,1561593600.0,Thursday,4,1,7,5,21,0,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6178,2019-05-18,DEL → BOM → COK,09:00,04:25 19 May,19h 25m,In-flight meal not included,12373,4,2,1,104,5,0,1165,2019-05-18 09:00:00,2019-05-19 04:25:00,1558137600.0,Saturday,2,0,9,0,4,25,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6179,2019-03-21,DEL → HYD → COK,07:10,22:20,15h 10m,In-flight meal not included,5999,6,2,1,111,5,0,910,2019-03-21 07:10:00,2019-03-21 22:20:00,1553126400.0,Thursday,4,1,7,10,22,20,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6180,2019-05-18,CCU → JAI → BOM → BLR,08:20,18:30,10h 10m,Null,10907,1,3,0,87,7,1,610,2019-05-18 08:20:00,2019-05-18 18:30:00,1558137600.0,Saturday,2,0,8,20,18,30,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6181,2019-06-06,CCU → DEL → BLR,09:35,21:05,11h 30m,Null,14151,4,3,0,73,7,0,690,2019-06-06 09:35:00,2019-06-06 21:05:00,1559779200.0,Thursday,4,1,9,35,21,5,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6182,2019-05-12,BLR → DEL,23:30,02:20 13 May,2h 50m,Null,4591,3,0,2,18,7,4,170,2019-05-12 23:30:00,2019-05-13 02:20:00,1557619200.0,Sunday,3,0,23,30,2,20,Night,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6183,2019-03-06,BLR → BOM → DEL,14:05,20:20,6h 15m,Null,19225,4,0,5,5,7,0,375,2019-03-06 14:05:00,2019-03-06 20:20:00,1551830400.0,Wednesday,6,1,14,5,20,20,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6184,2019-05-06,CCU → BOM → BLR,14:05,12:00 07 May,21h 55m,In-flight meal not included,9663,4,3,0,66,5,0,1315,2019-05-06 14:05:00,2019-07-05 12:00:00,1557100800.0,Monday,1,1,14,5,12,0,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6185,2019-05-01,CCU → BOM → BLR,06:30,18:15,11h 45m,In-flight meal not included,10844,4,3,0,66,5,0,705,2019-05-01 06:30:00,2019-05-01 18:15:00,1556668800.0,Wednesday,6,1,6,30,18,15,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6186,2019-05-09,DEL → BOM → COK,13:00,21:00,8h,Null,13727,6,2,1,104,7,0,480,2019-05-09 13:00:00,2019-05-09 21:00:00,1557360000.0,Thursday,4,1,13,0,21,0,Afternoon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6187,2019-05-18,CCU → DEL → BLR,09:35,21:05,11h 30m,Null,14151,4,3,0,73,7,0,690,2019-05-18 09:35:00,2019-05-18 21:05:00,1558137600.0,Saturday,2,0,9,35,21,5,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6188,2019-06-27,DEL → BOM → COK,18:15,12:35 28 Jun,18h 20m,In-flight meal not included,10262,4,2,1,104,5,0,1100,2019-06-27 18:15:00,2019-06-28 12:35:00,1561593600.0,Thursday,4,1,18,15,12,35,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6189,2019-06-12,CCU → BLR,09:00,11:25,2h 25m,Null,3873,8,3,0,64,7,4,145,2019-06-12 09:00:00,2019-06-12 11:25:00,1560297600.0,Wednesday,6,1,9,0,11,25,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6190,2019-06-24,DEL → JAI → BOM → COK,19:30,04:25 25 Jun,8h 55m,Null,13014,4,2,1,116,7,1,535,2019-06-24 19:30:00,2019-06-25 04:25:00,1561334400.0,Monday,1,1,19,30,4,25,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6191,2019-06-21,CCU → BLR,14:15,16:45,2h 30m,Null,5510,1,3,0,64,7,4,150,2019-06-21 14:15:00,2019-06-21 16:45:00,1561075200.0,Friday,0,1,14,15,16,45,Afternoon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6192,2019-03-09,DEL → BDQ → BOM → COK,10:45,04:25 10 Mar,17h 40m,Null,17282,4,2,1,101,7,1,1060,2019-03-09 10:45:00,2019-10-03 04:25:00,1552089600.0,Saturday,2,0,10,45,4,25,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6193,2019-03-27,DEL → HYD → MAA → COK,09:45,21:20,11h 35m,Null,6653,6,2,1,112,7,1,695,2019-03-27 09:45:00,2019-03-27 21:20:00,1553644800.0,Wednesday,6,1,9,45,21,20,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6194,2019-03-03,DEL → MAA → COK,09:55,15:10,5h 15m,Null,12214,3,2,1,121,7,0,315,2019-03-03 09:55:00,2019-03-03 15:10:00,1551571200.0,Sunday,3,0,9,55,15,10,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6195,2019-05-01,BOM → HYD,13:55,15:25,1h 30m,Null,3625,1,4,3,48,7,4,90,2019-05-01 13:55:00,2019-05-01 15:25:00,1556668800.0,Wednesday,6,1,13,55,15,25,Afternoon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6196,2019-03-03,BLR → DEL,08:30,11:30,3h,Null,6860,3,0,5,18,7,4,180,2019-03-03 08:30:00,2019-03-03 11:30:00,1551571200.0,Sunday,3,0,8,30,11,30,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6197,2019-06-24,DEL → BOM → COK,10:35,19:35,9h,Null,3876,2,2,1,104,7,0,540,2019-06-24 10:35:00,2019-06-24 19:35:00,1561334400.0,Monday,1,1,10,35,19,35,Morning,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6198,2019-04-27,BLR → DEL,19:30,22:15,2h 45m,Null,5613,10,0,2,18,7,4,165,2019-04-27 19:30:00,2019-04-27 22:15:00,1556323200.0,Saturday,2,0,19,30,22,15,Evening,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6199,2019-03-27,DEL → NAG → BOM → COK,05:55,07:40 28 Mar,25h 45m,Null,8971,1,2,1,122,7,1,1545,2019-03-27 05:55:00,2019-03-28 07:40:00,1553644800.0,Wednesday,6,1,5,55,7,40,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6200,2019-05-21,BLR → DEL,19:50,22:50,3h,In-flight meal not included,4030,4,0,2,18,5,4,180,2019-05-21 19:50:00,2019-05-21 22:50:00,1558396800.0,Tuesday,5,1,19,50,22,50,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6201,2019-03-27,DEL → BOM → COK,15:00,01:35 28 Mar,10h 35m,Null,8075,3,2,1,104,7,0,635,2019-03-27 15:00:00,2019-03-28 01:35:00,1553644800.0,Wednesday,6,1,15,0,1,35,Afternoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6202,2019-06-15,DEL → BOM → COK,06:00,21:00,15h,Null,7005,6,2,1,104,7,0,900,2019-06-15 06:00:00,2019-06-15 21:00:00,1560556800.0,Saturday,2,0,6,0,21,0,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6203,2019-03-06,CCU → BLR,22:10,00:55 07 Mar,2h 45m,Null,4778,3,3,0,64,7,4,165,2019-03-06 22:10:00,2019-07-03 00:55:00,1551830400.0,Wednesday,6,1,22,10,0,55,Night,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6204,2019-05-09,MAA → CCU,07:05,09:20,2h 15m,Null,3687,10,1,4,127,7,4,135,2019-05-09 07:05:00,2019-05-09 09:20:00,1557360000.0,Thursday,4,1,7,5,9,20,Morning,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6205,2019-06-09,DEL → BOM → COK,11:30,04:25 10 Jun,16h 55m,In-flight meal not included,10262,4,2,1,104,5,0,1015,2019-06-09 11:30:00,2019-10-06 04:25:00,1560038400.0,Sunday,3,0,11,30,4,25,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6206,2019-03-03,DEL → BHO → BOM → COK,05:55,07:40 04 Mar,25h 45m,Null,15113,1,2,1,102,7,1,1545,2019-03-03 05:55:00,2019-04-03 07:40:00,1551571200.0,Sunday,3,0,5,55,7,40,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6207,2019-05-06,DEL → BOM → COK,10:35,01:30 07 May,14h 55m,Null,6979,3,2,1,104,7,0,895,2019-05-06 10:35:00,2019-07-05 01:30:00,1557100800.0,Monday,1,1,10,35,1,30,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6208,2019-03-21,DEL → HYD → COK,07:05,16:10,9h 5m,Null,6717,6,2,1,111,7,0,545,2019-03-21 07:05:00,2019-03-21 16:10:00,1553126400.0,Thursday,4,1,7,5,16,10,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6209,2019-03-06,BLR → BOM → DEL,08:55,23:00,14h 5m,Null,16736,4,0,5,5,7,0,845,2019-03-06 08:55:00,2019-03-06 23:00:00,1551830400.0,Wednesday,6,1,8,55,23,0,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6210,2019-03-15,BLR → MAA → DEL,11:50,19:50,8h,Null,7192,1,0,5,28,7,0,480,2019-03-15 11:50:00,2019-03-15 19:50:00,1552608000.0,Friday,0,1,11,50,19,50,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6211,2019-04-15,CCU → MAA → BLR,06:20,10:30,4h 10m,Null,4226,3,3,0,90,7,0,250,2019-04-15 06:20:00,2019-04-15 10:30:00,1555286400.0,Monday,1,1,6,20,10,30,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6212,2019-05-21,DEL → BOM → COK,08:30,19:00,10h 30m,Null,9627,6,2,1,104,7,0,630,2019-05-21 08:30:00,2019-05-21 19:00:00,1558396800.0,Tuesday,5,1,8,30,19,0,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6213,2019-04-03,DEL → BOM → COK,02:15,19:00,16h 45m,In-flight meal not included,4757,4,2,1,104,5,0,1005,2019-04-03 02:15:00,2019-04-03 19:00:00,1554249600.0,Wednesday,6,1,2,15,19,0,Night,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6214,2019-05-24,CCU → BOM → BLR,14:05,22:35,8h 30m,Null,14571,4,3,0,66,7,0,510,2019-05-24 14:05:00,2019-05-24 22:35:00,1558656000.0,Friday,0,1,14,5,22,35,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6215,2019-04-01,CCU → BBI → BLR,06:50,10:30,3h 40m,Null,5162,0,3,0,60,7,0,220,2019-04-01 06:50:00,2019-04-01 10:30:00,1554076800.0,Monday,1,1,6,50,10,30,Morning,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6216,2019-05-18,CCU → BOM → BLR,16:30,16:20 19 May,23h 50m,In-flight meal not included,10844,4,3,0,66,5,0,1430,2019-05-18 16:30:00,2019-05-19 16:20:00,1558137600.0,Saturday,2,0,16,30,16,20,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6217,2019-03-21,CCU → BLR,09:00,11:30,2h 30m,No check-in baggage included,3815,8,3,0,64,6,4,150,2019-03-21 09:00:00,2019-03-21 11:30:00,1553126400.0,Thursday,4,1,9,0,11,30,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6218,2019-03-06,BLR → BOM → DEL,11:40,09:30 07 Mar,21h 50m,Null,17261,4,0,5,5,7,0,1310,2019-03-06 11:40:00,2019-07-03 09:30:00,1551830400.0,Wednesday,6,1,11,40,9,30,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6219,2019-03-06,BLR → BOM → DEL,21:25,07:40 07 Mar,10h 15m,Null,16736,4,0,5,5,7,0,615,2019-03-06 21:25:00,2019-07-03 07:40:00,1551830400.0,Wednesday,6,1,21,25,7,40,Night,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6220,2019-06-21,CCU → BLR,09:00,11:25,2h 25m,No check-in baggage included,3841,8,3,0,64,6,4,145,2019-06-21 09:00:00,2019-06-21 11:25:00,1561075200.0,Friday,0,1,9,0,11,25,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6221,2019-05-24,CCU → BOM → BLR,14:05,20:45,6h 40m,In-flight meal not included,10844,4,3,0,66,5,0,400,2019-05-24 14:05:00,2019-05-24 20:45:00,1558656000.0,Friday,0,1,14,5,20,45,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6222,2019-03-21,DEL → BOM → COK,10:45,21:00,10h 15m,Null,6838,3,2,1,104,7,0,615,2019-03-21 10:45:00,2019-03-21 21:00:00,1553126400.0,Thursday,4,1,10,45,21,0,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6223,2019-05-12,CCU → BBI → BLR,12:00,13:15 13 May,25h 15m,Null,6612,1,3,0,60,7,0,1515,2019-05-12 12:00:00,2019-05-13 13:15:00,1557619200.0,Sunday,3,0,12,0,13,15,Afternoon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6224,2019-03-09,BLR → DEL,13:20,16:10,2h 50m,Null,8851,1,0,5,18,7,4,170,2019-03-09 13:20:00,2019-03-09 16:10:00,1552089600.0,Saturday,2,0,13,20,16,10,Afternoon,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6225,2019-03-06,BOM → DEL → HYD,08:45,19:55,11h 10m,Null,12395,10,4,3,45,7,0,670,2019-03-06 08:45:00,2019-03-06 19:55:00,1551830400.0,Wednesday,6,1,8,45,19,55,Morning,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
6226,2019-06-24,BLR → DEL,04:55,07:45,2h 50m,Null,4282,0,0,2,18,7,4,170,2019-06-24 04:55:00,2019-06-24 07:45:00,1561334400.0,Monday,1,1,4,55,7,45,Night,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6227,2019-05-21,CCU → BOM → BLR,20:00,09:20 22 May,13h 20m,Null,14781,4,3,0,66,7,0,800,2019-05-21 20:00:00,2019-05-22 09:20:00,1558396800.0,Tuesday,5,1,20,0,9,20,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6228,2019-06-12,DEL → HYD → COK,09:45,22:30,12h 45m,Null,9646,6,2,1,111,7,0,765,2019-06-12 09:45:00,2019-06-12 22:30:00,1560297600.0,Wednesday,6,1,9,45,22,30,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6229,2019-05-27,DEL → BOM → COK,15:00,01:30 28 May,10h 30m,Null,6628,3,2,1,104,7,0,630,2019-05-27 15:00:00,2019-05-28 01:30:00,1558915200.0,Monday,1,1,15,0,1,30,Afternoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6230,2019-06-18,BLR → DEL,07:00,09:40,2h 40m,Null,4668,10,0,2,18,7,4,160,2019-06-18 07:00:00,2019-06-18 09:40:00,1560816000.0,Tuesday,5,1,7,0,9,40,Morning,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6231,2019-03-06,DEL → BOM → COK,18:00,01:35 07 Mar,7h 35m,Null,16863,6,2,1,104,7,0,455,2019-03-06 18:00:00,2019-07-03 01:35:00,1551830400.0,Wednesday,6,1,18,0,1,35,Evening,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6232,2019-06-09,DEL → BOM → COK,07:00,19:00,12h,Null,12192,6,2,1,104,7,0,720,2019-06-09 07:00:00,2019-06-09 19:00:00,1560038400.0,Sunday,3,0,7,0,19,0,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6233,2019-03-21,DEL → BOM → COK,02:15,04:25 22 Mar,26h 10m,Null,12719,4,2,1,104,7,0,1570,2019-03-21 02:15:00,2019-03-22 04:25:00,1553126400.0,Thursday,4,1,2,15,4,25,Night,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6234,2019-05-21,DEL → BOM → COK,21:50,12:35 22 May,14h 45m,In-flight meal not included,12898,4,2,1,104,5,0,885,2019-05-21 21:50:00,2019-05-22 12:35:00,1558396800.0,Tuesday,5,1,21,50,12,35,Night,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6235,2019-06-03,DEL → BOM → COK,19:45,19:00 04 Jun,23h 15m,In-flight meal not included,10262,4,2,1,104,5,0,1395,2019-06-03 19:45:00,2019-04-06 19:00:00,1559520000.0,Monday,1,1,19,45,19,0,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6236,2019-05-24,CCU → IXB → BLR,15:55,21:25,5h 30m,Null,7804,8,3,0,82,7,0,330,2019-05-24 15:55:00,2019-05-24 21:25:00,1558656000.0,Friday,0,1,15,55,21,25,Afternoon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6237,2019-04-18,CCU → BLR,04:40,07:15,2h 35m,Null,4174,3,3,0,64,7,4,155,2019-04-18 04:40:00,2019-04-18 07:15:00,1555545600.0,Thursday,4,1,4,40,7,15,Night,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6238,2019-06-27,BOM → HYD,20:05,21:40,1h 35m,Null,2227,3,4,3,48,7,4,95,2019-06-27 20:05:00,2019-06-27 21:40:00,1561593600.0,Thursday,4,1,20,5,21,40,Evening,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6239,2019-03-18,BLR → BOM → DEL,22:50,09:00 16 Mar,10h 10m,In-flight meal not included,11087,4,0,5,5,5,0,610,2019-03-18 22:50:00,2019-03-16 09:00:00,1552867200.0,Monday,1,1,22,50,9,0,Night,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6240,2019-03-21,DEL → BOM → COK,08:00,18:50,10h 50m,Null,11667,6,2,1,104,7,0,650,2019-03-21 08:00:00,2019-03-21 18:50:00,1553126400.0,Thursday,4,1,8,0,18,50,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6241,2019-03-06,DEL → COK,18:05,21:10,3h 5m,Null,7931,1,2,1,106,7,4,185,2019-03-06 18:05:00,2019-03-06 21:10:00,1551830400.0,Wednesday,6,1,18,5,21,10,Evening,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6242,2019-06-12,MAA → CCU,22:05,00:25 13 Jun,2h 20m,Null,5277,3,1,4,127,7,4,140,2019-06-12 22:05:00,2019-06-13 00:25:00,1560297600.0,Wednesday,6,1,22,5,0,25,Night,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6243,2019-06-12,CCU → BOM → BLR,06:30,18:15,11h 45m,Null,13626,4,3,0,66,7,0,705,2019-06-12 06:30:00,2019-06-12 18:15:00,1560297600.0,Wednesday,6,1,6,30,18,15,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6244,2019-05-18,DEL → BOM → COK,18:15,04:25 19 May,10h 10m,In-flight meal not included,12373,4,2,1,104,5,0,610,2019-05-18 18:15:00,2019-05-19 04:25:00,1558137600.0,Saturday,2,0,18,15,4,25,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6245,2019-03-24,CCU → BOM → BLR,06:30,18:10,11h 40m,In-flight meal not included,10031,4,3,0,66,5,0,700,2019-03-24 06:30:00,2019-03-24 18:10:00,1553385600.0,Sunday,3,0,6,30,18,10,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6246,2019-05-12,CCU → BOM → BLR,16:30,20:45 13 May,28h 15m,In-flight meal not included,10844,4,3,0,66,5,0,1695,2019-05-12 16:30:00,2019-05-13 20:45:00,1557619200.0,Sunday,3,0,16,30,20,45,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
